  NumNodes: 19717
  NumEdges: 88651
  NumFeats: 500
  NumClasses: 3
  NumTrainingSamples: 60
  NumValidationSamples: 500
  NumTestSamples: 1000
Done loading data from cached files.
Dataset: pubmed | #Nodes: 19717 | #Edges: 108365 | #Classes: 3 |#Features: 500
Epoch 00078 | Loss(train) 0.6907 | Acc(train) 0.7710 | Acc(val) 0.8200 |*
Epoch 00079 | Loss(train) 0.6893 | Acc(train) 0.7692 | Acc(val) 0.8215 |*
Epoch 00080 | Loss(train) 0.6904 | Acc(train) 0.7723 | Acc(val) 0.8225 |*
Epoch 00081 | Loss(train) 0.6813 | Acc(train) 0.7692 | Acc(val) 0.8225 |
Epoch 00082 | Loss(train) 0.6871 | Acc(train) 0.7624 | Acc(val) 0.8210 |
Epoch 00083 | Loss(train) 0.6774 | Acc(train) 0.7717 | Acc(val) 0.8230 |*
Epoch 00084 | Loss(train) 0.6791 | Acc(train) 0.7639 | Acc(val) 0.8251 |*
Epoch 00085 | Loss(train) 0.6730 | Acc(train) 0.7644 | Acc(val) 0.8261 |*
Epoch 00086 | Loss(train) 0.6718 | Acc(train) 0.7687 | Acc(val) 0.8271 |*
Epoch 00087 | Loss(train) 0.6653 | Acc(train) 0.7733 | Acc(val) 0.8271 |
Epoch 00088 | Loss(train) 0.6646 | Acc(train) 0.7748 | Acc(val) 0.8281 |*
Epoch 00089 | Loss(train) 0.6640 | Acc(train) 0.7786 | Acc(val) 0.8281 |
Epoch 00090 | Loss(train) 0.6585 | Acc(train) 0.7761 | Acc(val) 0.8266 |
Epoch 00091 | Loss(train) 0.6541 | Acc(train) 0.7748 | Acc(val) 0.8281 |
Epoch 00092 | Loss(train) 0.6555 | Acc(train) 0.7778 | Acc(val) 0.8276 |
Epoch 00093 | Loss(train) 0.6527 | Acc(train) 0.7723 | Acc(val) 0.8306 |*
Epoch 00094 | Loss(train) 0.6441 | Acc(train) 0.7847 | Acc(val) 0.8311 |*
Epoch 00095 | Loss(train) 0.6426 | Acc(train) 0.7829 | Acc(val) 0.8337 |*
Epoch 00096 | Loss(train) 0.6419 | Acc(train) 0.7816 | Acc(val) 0.8337 |
Epoch 00097 | Loss(train) 0.6426 | Acc(train) 0.7761 | Acc(val) 0.8332 |
Epoch 00098 | Loss(train) 0.6381 | Acc(train) 0.7748 | Acc(val) 0.8311 |
Epoch 00099 | Loss(train) 0.6413 | Acc(train) 0.7842 | Acc(val) 0.8296 |
Epoch 00100 | Loss(train) 0.6369 | Acc(train) 0.7849 | Acc(val) 0.8337 |
Epoch 00101 | Loss(train) 0.6413 | Acc(train) 0.7768 | Acc(val) 0.8347 |*
Epoch 00102 | Loss(train) 0.6292 | Acc(train) 0.7865 | Acc(val) 0.8362 |*
Epoch 00103 | Loss(train) 0.6270 | Acc(train) 0.7892 | Acc(val) 0.8372 |*
Epoch 00104 | Loss(train) 0.6302 | Acc(train) 0.7877 | Acc(val) 0.8372 |
Epoch 00105 | Loss(train) 0.6249 | Acc(train) 0.7892 | Acc(val) 0.8352 |
Epoch 00106 | Loss(train) 0.6151 | Acc(train) 0.7951 | Acc(val) 0.8347 |
Epoch 00107 | Loss(train) 0.6263 | Acc(train) 0.7814 | Acc(val) 0.8352 |
Epoch 00108 | Loss(train) 0.6198 | Acc(train) 0.7781 | Acc(val) 0.8377 |*
Epoch 00109 | Loss(train) 0.6121 | Acc(train) 0.7908 | Acc(val) 0.8387 |*
Epoch 00110 | Loss(train) 0.6130 | Acc(train) 0.8017 | Acc(val) 0.8398 |*
Epoch 00111 | Loss(train) 0.6127 | Acc(train) 0.7979 | Acc(val) 0.8413 |*
Epoch 00112 | Loss(train) 0.6149 | Acc(train) 0.7882 | Acc(val) 0.8367 |
Epoch 00113 | Loss(train) 0.6166 | Acc(train) 0.7847 | Acc(val) 0.8382 |
Epoch 00114 | Loss(train) 0.6024 | Acc(train) 0.8045 | Acc(val) 0.8377 |
Epoch 00115 | Loss(train) 0.6117 | Acc(train) 0.7832 | Acc(val) 0.8377 |
Epoch 00116 | Loss(train) 0.6051 | Acc(train) 0.7961 | Acc(val) 0.8408 |
Epoch 00117 | Loss(train) 0.5954 | Acc(train) 0.8047 | Acc(val) 0.8408 |
Epoch 00118 | Loss(train) 0.6051 | Acc(train) 0.7854 | Acc(val) 0.8408 |
Epoch 00119 | Loss(train) 0.6030 | Acc(train) 0.7885 | Acc(val) 0.8387 |
Epoch 00120 | Loss(train) 0.5998 | Acc(train) 0.8037 | Acc(val) 0.8398 |
Epoch 00121 | Loss(train) 0.6012 | Acc(train) 0.7933 | Acc(val) 0.8398 |
Epoch 00122 | Loss(train) 0.5967 | Acc(train) 0.7941 | Acc(val) 0.8408 |
Epoch 00123 | Loss(train) 0.5934 | Acc(train) 0.7923 | Acc(val) 0.8392 |
Epoch 00124 | Loss(train) 0.5860 | Acc(train) 0.7979 | Acc(val) 0.8418 |*
Epoch 00125 | Loss(train) 0.5942 | Acc(train) 0.7963 | Acc(val) 0.8418 |
Epoch 00126 | Loss(train) 0.5935 | Acc(train) 0.8002 | Acc(val) 0.8408 |
Epoch 00127 | Loss(train) 0.5822 | Acc(train) 0.8060 | Acc(val) 0.8408 |
Epoch 00128 | Loss(train) 0.5866 | Acc(train) 0.8002 | Acc(val) 0.8403 |
Epoch 00129 | Loss(train) 0.5830 | Acc(train) 0.7979 | Acc(val) 0.8408 |
Epoch 00130 | Loss(train) 0.5890 | Acc(train) 0.7948 | Acc(val) 0.8423 |*
Epoch 00131 | Loss(train) 0.5823 | Acc(train) 0.8024 | Acc(val) 0.8433 |*
Epoch 00132 | Loss(train) 0.5885 | Acc(train) 0.7979 | Acc(val) 0.8433 |
Epoch 00133 | Loss(train) 0.5780 | Acc(train) 0.8029 | Acc(val) 0.8418 |
Epoch 00134 | Loss(train) 0.5758 | Acc(train) 0.7966 | Acc(val) 0.8418 |
Epoch 00135 | Loss(train) 0.5729 | Acc(train) 0.7999 | Acc(val) 0.8423 |
Epoch 00136 | Loss(train) 0.5782 | Acc(train) 0.7946 | Acc(val) 0.8423 |
Epoch 00137 | Loss(train) 0.5672 | Acc(train) 0.8062 | Acc(val) 0.8443 |*
Epoch 00138 | Loss(train) 0.5801 | Acc(train) 0.7956 | Acc(val) 0.8438 |
Epoch 00139 | Loss(train) 0.5710 | Acc(train) 0.8080 | Acc(val) 0.8418 |
Epoch 00140 | Loss(train) 0.5759 | Acc(train) 0.7996 | Acc(val) 0.8433 |
Epoch 00141 | Loss(train) 0.5752 | Acc(train) 0.8012 | Acc(val) 0.8428 |
Epoch 00142 | Loss(train) 0.5708 | Acc(train) 0.7976 | Acc(val) 0.8433 |
Epoch 00143 | Loss(train) 0.5721 | Acc(train) 0.8009 | Acc(val) 0.8463 |*
Epoch 00144 | Loss(train) 0.5680 | Acc(train) 0.8062 | Acc(val) 0.8458 |
Epoch 00145 | Loss(train) 0.5567 | Acc(train) 0.8199 | Acc(val) 0.8438 |
Epoch 00146 | Loss(train) 0.5673 | Acc(train) 0.8014 | Acc(val) 0.8463 |
Epoch 00147 | Loss(train) 0.5714 | Acc(train) 0.8012 | Acc(val) 0.8458 |
Epoch 00148 | Loss(train) 0.5608 | Acc(train) 0.8067 | Acc(val) 0.8453 |
Epoch 00149 | Loss(train) 0.5612 | Acc(train) 0.8052 | Acc(val) 0.8474 |*
Epoch 00150 | Loss(train) 0.5611 | Acc(train) 0.8029 | Acc(val) 0.8499 |*
Epoch 00151 | Loss(train) 0.5616 | Acc(train) 0.8128 | Acc(val) 0.8494 |
Epoch 00152 | Loss(train) 0.5546 | Acc(train) 0.8083 | Acc(val) 0.8474 |
Epoch 00153 | Loss(train) 0.5596 | Acc(train) 0.7996 | Acc(val) 0.8463 |
Epoch 00154 | Loss(train) 0.5630 | Acc(train) 0.7971 | Acc(val) 0.8469 |
Epoch 00155 | Loss(train) 0.5502 | Acc(train) 0.8083 | Acc(val) 0.8458 |
Epoch 00156 | Loss(train) 0.5553 | Acc(train) 0.7999 | Acc(val) 0.8484 |
Epoch 00157 | Loss(train) 0.5490 | Acc(train) 0.8103 | Acc(val) 0.8514 |*
Epoch 00158 | Loss(train) 0.5468 | Acc(train) 0.8149 | Acc(val) 0.8504 |
Epoch 00159 | Loss(train) 0.5552 | Acc(train) 0.8014 | Acc(val) 0.8479 |
Epoch 00160 | Loss(train) 0.5526 | Acc(train) 0.8085 | Acc(val) 0.8479 |
Epoch 00161 | Loss(train) 0.5521 | Acc(train) 0.8095 | Acc(val) 0.8474 |
Epoch 00162 | Loss(train) 0.5475 | Acc(train) 0.8093 | Acc(val) 0.8489 |
Epoch 00163 | Loss(train) 0.5515 | Acc(train) 0.8085 | Acc(val) 0.8494 |
Epoch 00164 | Loss(train) 0.5530 | Acc(train) 0.8095 | Acc(val) 0.8499 |
Epoch 00165 | Loss(train) 0.5339 | Acc(train) 0.8215 | Acc(val) 0.8504 |
Epoch 00166 | Loss(train) 0.5461 | Acc(train) 0.8098 | Acc(val) 0.8469 |
Epoch 00167 | Loss(train) 0.5417 | Acc(train) 0.8078 | Acc(val) 0.8474 |
Epoch 00168 | Loss(train) 0.5454 | Acc(train) 0.8090 | Acc(val) 0.8489 |
Epoch 00169 | Loss(train) 0.5423 | Acc(train) 0.8070 | Acc(val) 0.8519 |*
Epoch 00170 | Loss(train) 0.5477 | Acc(train) 0.8093 | Acc(val) 0.8534 |*
Epoch 00171 | Loss(train) 0.5383 | Acc(train) 0.8057 | Acc(val) 0.8524 |
Epoch 00172 | Loss(train) 0.5463 | Acc(train) 0.8055 | Acc(val) 0.8504 |
Epoch 00173 | Loss(train) 0.5397 | Acc(train) 0.8116 | Acc(val) 0.8504 |
Epoch 00174 | Loss(train) 0.5330 | Acc(train) 0.8161 | Acc(val) 0.8494 |
Epoch 00175 | Loss(train) 0.5477 | Acc(train) 0.8055 | Acc(val) 0.8494 |
Epoch 00176 | Loss(train) 0.5350 | Acc(train) 0.8164 | Acc(val) 0.8524 |
Epoch 00177 | Loss(train) 0.5340 | Acc(train) 0.8085 | Acc(val) 0.8519 |
Epoch 00178 | Loss(train) 0.5455 | Acc(train) 0.8106 | Acc(val) 0.8529 |
Epoch 00179 | Loss(train) 0.5493 | Acc(train) 0.8004 | Acc(val) 0.8509 |
Epoch 00180 | Loss(train) 0.5318 | Acc(train) 0.8177 | Acc(val) 0.8504 |
Epoch 00181 | Loss(train) 0.5317 | Acc(train) 0.8121 | Acc(val) 0.8499 |
Epoch 00182 | Loss(train) 0.5409 | Acc(train) 0.8095 | Acc(val) 0.8514 |
Epoch 00183 | Loss(train) 0.5350 | Acc(train) 0.8161 | Acc(val) 0.8529 |
Epoch 00184 | Loss(train) 0.5318 | Acc(train) 0.8171 | Acc(val) 0.8529 |
Epoch 00185 | Loss(train) 0.5322 | Acc(train) 0.8166 | Acc(val) 0.8519 |
Epoch 00186 | Loss(train) 0.5357 | Acc(train) 0.8123 | Acc(val) 0.8499 |
Epoch 00187 | Loss(train) 0.5325 | Acc(train) 0.8149 | Acc(val) 0.8489 |
Epoch 00188 | Loss(train) 0.5284 | Acc(train) 0.8095 | Acc(val) 0.8529 |
Epoch 00189 | Loss(train) 0.5281 | Acc(train) 0.8088 | Acc(val) 0.8545 |*
Epoch 00190 | Loss(train) 0.5298 | Acc(train) 0.8156 | Acc(val) 0.8545 |
Epoch 00191 | Loss(train) 0.5308 | Acc(train) 0.8093 | Acc(val) 0.8540 |
Epoch 00192 | Loss(train) 0.5280 | Acc(train) 0.8123 | Acc(val) 0.8494 |
Epoch 00193 | Loss(train) 0.5235 | Acc(train) 0.8187 | Acc(val) 0.8489 |
Epoch 00194 | Loss(train) 0.5205 | Acc(train) 0.8220 | Acc(val) 0.8489 |
Epoch 00195 | Loss(train) 0.5253 | Acc(train) 0.8159 | Acc(val) 0.8540 |
Epoch 00196 | Loss(train) 0.5230 | Acc(train) 0.8174 | Acc(val) 0.8560 |*
Epoch 00197 | Loss(train) 0.5231 | Acc(train) 0.8207 | Acc(val) 0.8565 |*
Epoch 00198 | Loss(train) 0.5218 | Acc(train) 0.8159 | Acc(val) 0.8524 |
Epoch 00199 | Loss(train) 0.5183 | Acc(train) 0.8179 | Acc(val) 0.8504 |
Epoch 00200 | Loss(train) 0.5205 | Acc(train) 0.8189 | Acc(val) 0.8499 |
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'WATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.4, 'cal_hidden_dim': 32}, gnn={'type': 'gcn', 'num_layer': 2, 'hid_dim': 16, 'dropout': 0.5, 'norm': None, 'in_dim': 500, 'out_dim': 3}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.0005, 'patience': None})
************************************
************************************
GPU memory allowcation
GPU Memory Allocated: 105.30 MB
GPU Memory Reserved: 170.00 MB
Exp 6/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 1.0982 | Acc(train) 0.3591 | Acc(val) 0.5527 |*
Epoch 00002 | Loss(train) 1.0883 | Acc(train) 0.4897 | Acc(val) 0.6263 |*
Epoch 00003 | Loss(train) 1.0788 | Acc(train) 0.5308 | Acc(val) 0.5573 |
Epoch 00004 | Loss(train) 1.0698 | Acc(train) 0.5080 | Acc(val) 0.4863 |
Epoch 00005 | Loss(train) 1.0603 | Acc(train) 0.4885 | Acc(val) 0.4883 |
Epoch 00006 | Loss(train) 1.0520 | Acc(train) 0.4978 | Acc(val) 0.5477 |
Epoch 00007 | Loss(train) 1.0423 | Acc(train) 0.5159 | Acc(val) 0.6029 |
Epoch 00008 | Loss(train) 1.0351 | Acc(train) 0.5369 | Acc(val) 0.6384 |*
Epoch 00009 | Loss(train) 1.0289 | Acc(train) 0.5321 | Acc(val) 0.6562 |*
Epoch 00010 | Loss(train) 1.0209 | Acc(train) 0.5493 | Acc(val) 0.6684 |*
Epoch 00011 | Loss(train) 1.0130 | Acc(train) 0.5663 | Acc(val) 0.6678 |
Epoch 00012 | Loss(train) 1.0071 | Acc(train) 0.5742 | Acc(val) 0.6704 |*
Epoch 00013 | Loss(train) 1.0014 | Acc(train) 0.5810 | Acc(val) 0.6684 |
Epoch 00014 | Loss(train) 0.9969 | Acc(train) 0.5683 | Acc(val) 0.6699 |
Epoch 00015 | Loss(train) 0.9867 | Acc(train) 0.5871 | Acc(val) 0.6719 |*
Epoch 00016 | Loss(train) 0.9799 | Acc(train) 0.6036 | Acc(val) 0.6724 |*
Epoch 00017 | Loss(train) 0.9724 | Acc(train) 0.5973 | Acc(val) 0.6719 |
Epoch 00018 | Loss(train) 0.9637 | Acc(train) 0.6097 | Acc(val) 0.6744 |*
Epoch 00019 | Loss(train) 0.9594 | Acc(train) 0.6094 | Acc(val) 0.6749 |*
Epoch 00020 | Loss(train) 0.9521 | Acc(train) 0.6049 | Acc(val) 0.6744 |
Epoch 00021 | Loss(train) 0.9430 | Acc(train) 0.6160 | Acc(val) 0.6770 |*
Epoch 00022 | Loss(train) 0.9352 | Acc(train) 0.6244 | Acc(val) 0.6770 |
Epoch 00023 | Loss(train) 0.9280 | Acc(train) 0.6188 | Acc(val) 0.6790 |*
Epoch 00024 | Loss(train) 0.9221 | Acc(train) 0.6191 | Acc(val) 0.6765 |
Epoch 00025 | Loss(train) 0.9152 | Acc(train) 0.6285 | Acc(val) 0.6780 |
Epoch 00026 | Loss(train) 0.9073 | Acc(train) 0.6282 | Acc(val) 0.6755 |
Epoch 00027 | Loss(train) 0.9010 | Acc(train) 0.6226 | Acc(val) 0.6755 |
Epoch 00028 | Loss(train) 0.8935 | Acc(train) 0.6219 | Acc(val) 0.6770 |
Epoch 00029 | Loss(train) 0.8856 | Acc(train) 0.6292 | Acc(val) 0.6800 |*
Epoch 00030 | Loss(train) 0.8792 | Acc(train) 0.6358 | Acc(val) 0.6795 |
Epoch 00031 | Loss(train) 0.8700 | Acc(train) 0.6343 | Acc(val) 0.6826 |*
Epoch 00032 | Loss(train) 0.8630 | Acc(train) 0.6376 | Acc(val) 0.6831 |*
Epoch 00033 | Loss(train) 0.8549 | Acc(train) 0.6409 | Acc(val) 0.6866 |*
Epoch 00034 | Loss(train) 0.8516 | Acc(train) 0.6366 | Acc(val) 0.6881 |*
Epoch 00035 | Loss(train) 0.8431 | Acc(train) 0.6457 | Acc(val) 0.6897 |*
Epoch 00036 | Loss(train) 0.8336 | Acc(train) 0.6439 | Acc(val) 0.6917 |*
Epoch 00037 | Loss(train) 0.8264 | Acc(train) 0.6551 | Acc(val) 0.6937 |*
Epoch 00038 | Loss(train) 0.8268 | Acc(train) 0.6424 | Acc(val) 0.6947 |*
Epoch 00039 | Loss(train) 0.8131 | Acc(train) 0.6493 | Acc(val) 0.6973 |*
Epoch 00040 | Loss(train) 0.8060 | Acc(train) 0.6569 | Acc(val) 0.6983 |*
Epoch 00041 | Loss(train) 0.7999 | Acc(train) 0.6584 | Acc(val) 0.7003 |*
Epoch 00042 | Loss(train) 0.7981 | Acc(train) 0.6571 | Acc(val) 0.7044 |*
Epoch 00043 | Loss(train) 0.7918 | Acc(train) 0.6617 | Acc(val) 0.7064 |*
Epoch 00044 | Loss(train) 0.7808 | Acc(train) 0.6810 | Acc(val) 0.7181 |*
Epoch 00045 | Loss(train) 0.7728 | Acc(train) 0.6802 | Acc(val) 0.7343 |*
Epoch 00046 | Loss(train) 0.7752 | Acc(train) 0.7007 | Acc(val) 0.7480 |*
Epoch 00047 | Loss(train) 0.7626 | Acc(train) 0.7175 | Acc(val) 0.7576 |*
Epoch 00048 | Loss(train) 0.7535 | Acc(train) 0.7243 | Acc(val) 0.7632 |*
Epoch 00049 | Loss(train) 0.7489 | Acc(train) 0.7314 | Acc(val) 0.7713 |*
Epoch 00050 | Loss(train) 0.7470 | Acc(train) 0.7279 | Acc(val) 0.7809 |*
Epoch 00051 | Loss(train) 0.7360 | Acc(train) 0.7438 | Acc(val) 0.7921 |*
Epoch 00052 | Loss(train) 0.7311 | Acc(train) 0.7393 | Acc(val) 0.7992 |*
Epoch 00053 | Loss(train) 0.7271 | Acc(train) 0.7535 | Acc(val) 0.8063 |*
Epoch 00054 | Loss(train) 0.7196 | Acc(train) 0.7522 | Acc(val) 0.8093 |*
Epoch 00055 | Loss(train) 0.7126 | Acc(train) 0.7624 | Acc(val) 0.8124 |*
Epoch 00056 | Loss(train) 0.7088 | Acc(train) 0.7652 | Acc(val) 0.8149 |*
Epoch 00057 | Loss(train) 0.7036 | Acc(train) 0.7667 | Acc(val) 0.8195 |*
Epoch 00058 | Loss(train) 0.6933 | Acc(train) 0.7748 | Acc(val) 0.8225 |*
Epoch 00059 | Loss(train) 0.6912 | Acc(train) 0.7728 | Acc(val) 0.8235 |*
Epoch 00060 | Loss(train) 0.6916 | Acc(train) 0.7659 | Acc(val) 0.8256 |*
Epoch 00061 | Loss(train) 0.6904 | Acc(train) 0.7674 | Acc(val) 0.8266 |*
Epoch 00062 | Loss(train) 0.6755 | Acc(train) 0.7819 | Acc(val) 0.8286 |*
Epoch 00063 | Loss(train) 0.6731 | Acc(train) 0.7811 | Acc(val) 0.8311 |*
Epoch 00064 | Loss(train) 0.6761 | Acc(train) 0.7788 | Acc(val) 0.8327 |*
Epoch 00065 | Loss(train) 0.6662 | Acc(train) 0.7859 | Acc(val) 0.8347 |*
Epoch 00066 | Loss(train) 0.6588 | Acc(train) 0.7905 | Acc(val) 0.8352 |*
Epoch 00067 | Loss(train) 0.6588 | Acc(train) 0.7943 | Acc(val) 0.8352 |
Epoch 00068 | Loss(train) 0.6520 | Acc(train) 0.7933 | Acc(val) 0.8372 |*
Epoch 00069 | Loss(train) 0.6443 | Acc(train) 0.7925 | Acc(val) 0.8382 |*
Epoch 00070 | Loss(train) 0.6407 | Acc(train) 0.8019 | Acc(val) 0.8387 |*
Epoch 00071 | Loss(train) 0.6413 | Acc(train) 0.7966 | Acc(val) 0.8387 |
Epoch 00072 | Loss(train) 0.6380 | Acc(train) 0.7981 | Acc(val) 0.8392 |*
Epoch 00073 | Loss(train) 0.6413 | Acc(train) 0.7918 | Acc(val) 0.8398 |*
Epoch 00074 | Loss(train) 0.6304 | Acc(train) 0.8057 | Acc(val) 0.8387 |
Epoch 00075 | Loss(train) 0.6186 | Acc(train) 0.8098 | Acc(val) 0.8392 |
Epoch 00076 | Loss(train) 0.6208 | Acc(train) 0.8090 | Acc(val) 0.8398 |
Epoch 00077 | Loss(train) 0.6153 | Acc(train) 0.8075 | Acc(val) 0.8413 |*
Epoch 00078 | Loss(train) 0.6154 | Acc(train) 0.8095 | Acc(val) 0.8423 |*
Epoch 00079 | Loss(train) 0.6103 | Acc(train) 0.8057 | Acc(val) 0.8428 |*
Epoch 00080 | Loss(train) 0.6131 | Acc(train) 0.8073 | Acc(val) 0.8423 |
Epoch 00081 | Loss(train) 0.6107 | Acc(train) 0.8118 | Acc(val) 0.8403 |
Epoch 00082 | Loss(train) 0.6105 | Acc(train) 0.8024 | Acc(val) 0.8377 |
Epoch 00083 | Loss(train) 0.6117 | Acc(train) 0.8057 | Acc(val) 0.8377 |
Epoch 00084 | Loss(train) 0.5983 | Acc(train) 0.8156 | Acc(val) 0.8448 |*
Epoch 00085 | Loss(train) 0.5914 | Acc(train) 0.8197 | Acc(val) 0.8453 |*
Epoch 00086 | Loss(train) 0.5929 | Acc(train) 0.8161 | Acc(val) 0.8453 |
Epoch 00087 | Loss(train) 0.5943 | Acc(train) 0.8169 | Acc(val) 0.8474 |*
Epoch 00088 | Loss(train) 0.5880 | Acc(train) 0.8151 | Acc(val) 0.8469 |
Epoch 00089 | Loss(train) 0.5877 | Acc(train) 0.8131 | Acc(val) 0.8453 |
Epoch 00090 | Loss(train) 0.5919 | Acc(train) 0.8154 | Acc(val) 0.8474 |
Epoch 00091 | Loss(train) 0.5766 | Acc(train) 0.8131 | Acc(val) 0.8489 |*
Epoch 00092 | Loss(train) 0.5775 | Acc(train) 0.8146 | Acc(val) 0.8494 |*
Epoch 00093 | Loss(train) 0.5761 | Acc(train) 0.8174 | Acc(val) 0.8489 |
Epoch 00094 | Loss(train) 0.5763 | Acc(train) 0.8245 | Acc(val) 0.8494 |
Epoch 00095 | Loss(train) 0.5754 | Acc(train) 0.8166 | Acc(val) 0.8494 |
Epoch 00096 | Loss(train) 0.5710 | Acc(train) 0.8220 | Acc(val) 0.8494 |
Epoch 00097 | Loss(train) 0.5713 | Acc(train) 0.8280 | Acc(val) 0.8494 |
Epoch 00098 | Loss(train) 0.5595 | Acc(train) 0.8329 | Acc(val) 0.8504 |*
Epoch 00099 | Loss(train) 0.5659 | Acc(train) 0.8265 | Acc(val) 0.8494 |
Epoch 00100 | Loss(train) 0.5605 | Acc(train) 0.8275 | Acc(val) 0.8504 |
Epoch 00101 | Loss(train) 0.5624 | Acc(train) 0.8258 | Acc(val) 0.8504 |
Epoch 00102 | Loss(train) 0.5546 | Acc(train) 0.8283 | Acc(val) 0.8494 |
Epoch 00103 | Loss(train) 0.5561 | Acc(train) 0.8319 | Acc(val) 0.8499 |
Epoch 00104 | Loss(train) 0.5585 | Acc(train) 0.8321 | Acc(val) 0.8499 |
Epoch 00105 | Loss(train) 0.5558 | Acc(train) 0.8293 | Acc(val) 0.8489 |
Epoch 00106 | Loss(train) 0.5524 | Acc(train) 0.8311 | Acc(val) 0.8519 |*
Epoch 00107 | Loss(train) 0.5441 | Acc(train) 0.8352 | Acc(val) 0.8524 |*
Epoch 00108 | Loss(train) 0.5571 | Acc(train) 0.8230 | Acc(val) 0.8504 |
Epoch 00109 | Loss(train) 0.5524 | Acc(train) 0.8367 | Acc(val) 0.8479 |
Epoch 00110 | Loss(train) 0.5497 | Acc(train) 0.8311 | Acc(val) 0.8489 |
Epoch 00111 | Loss(train) 0.5493 | Acc(train) 0.8311 | Acc(val) 0.8504 |
Epoch 00112 | Loss(train) 0.5366 | Acc(train) 0.8372 | Acc(val) 0.8514 |
Epoch 00113 | Loss(train) 0.5336 | Acc(train) 0.8349 | Acc(val) 0.8504 |
Epoch 00114 | Loss(train) 0.5433 | Acc(train) 0.8306 | Acc(val) 0.8514 |
Epoch 00115 | Loss(train) 0.5402 | Acc(train) 0.8311 | Acc(val) 0.8514 |
Epoch 00116 | Loss(train) 0.5307 | Acc(train) 0.8346 | Acc(val) 0.8504 |
Epoch 00117 | Loss(train) 0.5281 | Acc(train) 0.8362 | Acc(val) 0.8484 |
Epoch 00118 | Loss(train) 0.5338 | Acc(train) 0.8369 | Acc(val) 0.8494 |
Epoch 00119 | Loss(train) 0.5348 | Acc(train) 0.8303 | Acc(val) 0.8519 |
Epoch 00120 | Loss(train) 0.5303 | Acc(train) 0.8412 | Acc(val) 0.8519 |
Epoch 00121 | Loss(train) 0.5318 | Acc(train) 0.8339 | Acc(val) 0.8519 |
Epoch 00122 | Loss(train) 0.5325 | Acc(train) 0.8319 | Acc(val) 0.8509 |
Epoch 00123 | Loss(train) 0.5313 | Acc(train) 0.8326 | Acc(val) 0.8514 |
Epoch 00124 | Loss(train) 0.5256 | Acc(train) 0.8344 | Acc(val) 0.8524 |
Epoch 00125 | Loss(train) 0.5277 | Acc(train) 0.8354 | Acc(val) 0.8534 |*
Epoch 00126 | Loss(train) 0.5229 | Acc(train) 0.8395 | Acc(val) 0.8534 |
Epoch 00127 | Loss(train) 0.5231 | Acc(train) 0.8374 | Acc(val) 0.8529 |
Epoch 00128 | Loss(train) 0.5155 | Acc(train) 0.8428 | Acc(val) 0.8519 |
Epoch 00129 | Loss(train) 0.5126 | Acc(train) 0.8400 | Acc(val) 0.8509 |
Epoch 00130 | Loss(train) 0.5170 | Acc(train) 0.8384 | Acc(val) 0.8524 |
Epoch 00131 | Loss(train) 0.5093 | Acc(train) 0.8405 | Acc(val) 0.8524 |
Epoch 00132 | Loss(train) 0.5146 | Acc(train) 0.8357 | Acc(val) 0.8560 |*
Epoch 00133 | Loss(train) 0.5183 | Acc(train) 0.8392 | Acc(val) 0.8565 |*
Epoch 00134 | Loss(train) 0.5176 | Acc(train) 0.8402 | Acc(val) 0.8560 |
Epoch 00135 | Loss(train) 0.5131 | Acc(train) 0.8423 | Acc(val) 0.8540 |
Epoch 00136 | Loss(train) 0.5106 | Acc(train) 0.8369 | Acc(val) 0.8560 |
Epoch 00137 | Loss(train) 0.5134 | Acc(train) 0.8455 | Acc(val) 0.8550 |
Epoch 00138 | Loss(train) 0.5070 | Acc(train) 0.8379 | Acc(val) 0.8570 |*
Epoch 00139 | Loss(train) 0.5004 | Acc(train) 0.8423 | Acc(val) 0.8590 |*
Epoch 00140 | Loss(train) 0.5126 | Acc(train) 0.8344 | Acc(val) 0.8575 |
Epoch 00141 | Loss(train) 0.5094 | Acc(train) 0.8463 | Acc(val) 0.8565 |
Epoch 00142 | Loss(train) 0.5024 | Acc(train) 0.8501 | Acc(val) 0.8555 |
Epoch 00143 | Loss(train) 0.5098 | Acc(train) 0.8392 | Acc(val) 0.8570 |
Epoch 00144 | Loss(train) 0.5139 | Acc(train) 0.8316 | Acc(val) 0.8585 |
Epoch 00145 | Loss(train) 0.5086 | Acc(train) 0.8478 | Acc(val) 0.8590 |
Epoch 00146 | Loss(train) 0.5068 | Acc(train) 0.8450 | Acc(val) 0.8585 |
Epoch 00147 | Loss(train) 0.5029 | Acc(train) 0.8486 | Acc(val) 0.8560 |
Epoch 00148 | Loss(train) 0.5042 | Acc(train) 0.8392 | Acc(val) 0.8560 |
Epoch 00149 | Loss(train) 0.5085 | Acc(train) 0.8382 | Acc(val) 0.8585 |
Epoch 00150 | Loss(train) 0.5031 | Acc(train) 0.8395 | Acc(val) 0.8611 |*
