  NumNodes: 2708
  NumEdges: 10556
  NumFeats: 1433
  NumClasses: 7
  NumTrainingSamples: 140
  NumValidationSamples: 500
  NumTestSamples: 1000
Done loading data from cached files.
Dataset: cora | #Nodes: 2708 | #Edges: 13264 | #Classes: 7 |#Features: 1433
Epoch 00080 | Loss(train) 1.0185 | Acc(train) 0.7431 | Acc(val) 0.7786 |
Epoch 00081 | Loss(train) 1.0140 | Acc(train) 0.7431 | Acc(val) 0.7823 |*
Epoch 00082 | Loss(train) 0.9915 | Acc(train) 0.7560 | Acc(val) 0.7823 |
Epoch 00083 | Loss(train) 0.9750 | Acc(train) 0.7634 | Acc(val) 0.7897 |*
Epoch 00084 | Loss(train) 0.9718 | Acc(train) 0.7597 | Acc(val) 0.7897 |
Epoch 00085 | Loss(train) 0.9550 | Acc(train) 0.7745 | Acc(val) 0.7897 |
Epoch 00086 | Loss(train) 0.9446 | Acc(train) 0.7782 | Acc(val) 0.7897 |
Epoch 00087 | Loss(train) 0.9521 | Acc(train) 0.7689 | Acc(val) 0.7970 |*
Epoch 00088 | Loss(train) 0.9109 | Acc(train) 0.8078 | Acc(val) 0.7970 |
Epoch 00089 | Loss(train) 0.9460 | Acc(train) 0.7763 | Acc(val) 0.8007 |*
Epoch 00090 | Loss(train) 0.9379 | Acc(train) 0.7856 | Acc(val) 0.8007 |
Epoch 00091 | Loss(train) 0.9333 | Acc(train) 0.7819 | Acc(val) 0.8044 |*
Epoch 00092 | Loss(train) 0.8926 | Acc(train) 0.8078 | Acc(val) 0.8155 |*
Epoch 00093 | Loss(train) 0.8705 | Acc(train) 0.8096 | Acc(val) 0.8192 |*
Epoch 00094 | Loss(train) 0.8739 | Acc(train) 0.7967 | Acc(val) 0.8229 |*
Epoch 00095 | Loss(train) 0.8570 | Acc(train) 0.8059 | Acc(val) 0.8192 |
Epoch 00096 | Loss(train) 0.8708 | Acc(train) 0.8004 | Acc(val) 0.8229 |
Epoch 00097 | Loss(train) 0.8756 | Acc(train) 0.7967 | Acc(val) 0.8192 |
Epoch 00098 | Loss(train) 0.8640 | Acc(train) 0.8022 | Acc(val) 0.8229 |
Epoch 00099 | Loss(train) 0.8448 | Acc(train) 0.8004 | Acc(val) 0.8192 |
Epoch 00100 | Loss(train) 0.8459 | Acc(train) 0.8096 | Acc(val) 0.8229 |
Epoch 00101 | Loss(train) 0.8084 | Acc(train) 0.8244 | Acc(val) 0.8266 |*
Epoch 00102 | Loss(train) 0.8565 | Acc(train) 0.8152 | Acc(val) 0.8339 |*
Epoch 00103 | Loss(train) 0.8472 | Acc(train) 0.8059 | Acc(val) 0.8303 |
Epoch 00104 | Loss(train) 0.8144 | Acc(train) 0.8226 | Acc(val) 0.8376 |*
Epoch 00105 | Loss(train) 0.8345 | Acc(train) 0.8226 | Acc(val) 0.8376 |
Epoch 00106 | Loss(train) 0.7876 | Acc(train) 0.8373 | Acc(val) 0.8413 |*
Epoch 00107 | Loss(train) 0.7941 | Acc(train) 0.8410 | Acc(val) 0.8413 |
Epoch 00108 | Loss(train) 0.8026 | Acc(train) 0.8022 | Acc(val) 0.8413 |
Epoch 00109 | Loss(train) 0.7969 | Acc(train) 0.8299 | Acc(val) 0.8413 |
Epoch 00110 | Loss(train) 0.7903 | Acc(train) 0.8244 | Acc(val) 0.8376 |
Epoch 00111 | Loss(train) 0.7710 | Acc(train) 0.8207 | Acc(val) 0.8376 |
Epoch 00112 | Loss(train) 0.7584 | Acc(train) 0.8577 | Acc(val) 0.8339 |
Epoch 00113 | Loss(train) 0.7639 | Acc(train) 0.8503 | Acc(val) 0.8413 |
Epoch 00114 | Loss(train) 0.7807 | Acc(train) 0.8466 | Acc(val) 0.8413 |
Epoch 00115 | Loss(train) 0.7785 | Acc(train) 0.8466 | Acc(val) 0.8413 |
Epoch 00116 | Loss(train) 0.7739 | Acc(train) 0.8299 | Acc(val) 0.8487 |*
Epoch 00117 | Loss(train) 0.7138 | Acc(train) 0.8651 | Acc(val) 0.8524 |*
Epoch 00118 | Loss(train) 0.7415 | Acc(train) 0.8355 | Acc(val) 0.8524 |
Epoch 00119 | Loss(train) 0.7637 | Acc(train) 0.8299 | Acc(val) 0.8450 |
Epoch 00120 | Loss(train) 0.7250 | Acc(train) 0.8706 | Acc(val) 0.8487 |
Epoch 00121 | Loss(train) 0.7375 | Acc(train) 0.8521 | Acc(val) 0.8487 |
Epoch 00122 | Loss(train) 0.7117 | Acc(train) 0.8614 | Acc(val) 0.8450 |
Epoch 00123 | Loss(train) 0.7322 | Acc(train) 0.8392 | Acc(val) 0.8487 |
Epoch 00124 | Loss(train) 0.7234 | Acc(train) 0.8614 | Acc(val) 0.8487 |
Epoch 00125 | Loss(train) 0.7115 | Acc(train) 0.8669 | Acc(val) 0.8487 |
Epoch 00126 | Loss(train) 0.7399 | Acc(train) 0.8521 | Acc(val) 0.8487 |
Epoch 00127 | Loss(train) 0.6907 | Acc(train) 0.8614 | Acc(val) 0.8487 |
Epoch 00128 | Loss(train) 0.6991 | Acc(train) 0.8429 | Acc(val) 0.8524 |
Epoch 00129 | Loss(train) 0.7022 | Acc(train) 0.8614 | Acc(val) 0.8524 |
Epoch 00130 | Loss(train) 0.6923 | Acc(train) 0.8799 | Acc(val) 0.8524 |
Epoch 00131 | Loss(train) 0.7034 | Acc(train) 0.8447 | Acc(val) 0.8524 |
Epoch 00132 | Loss(train) 0.6673 | Acc(train) 0.8743 | Acc(val) 0.8487 |
Epoch 00133 | Loss(train) 0.6689 | Acc(train) 0.8762 | Acc(val) 0.8524 |
Epoch 00134 | Loss(train) 0.6974 | Acc(train) 0.8614 | Acc(val) 0.8524 |
Epoch 00135 | Loss(train) 0.6934 | Acc(train) 0.8632 | Acc(val) 0.8561 |*
Epoch 00136 | Loss(train) 0.6678 | Acc(train) 0.8688 | Acc(val) 0.8598 |*
Epoch 00137 | Loss(train) 0.6699 | Acc(train) 0.8614 | Acc(val) 0.8598 |
Epoch 00138 | Loss(train) 0.6878 | Acc(train) 0.8595 | Acc(val) 0.8524 |
Epoch 00139 | Loss(train) 0.6665 | Acc(train) 0.8558 | Acc(val) 0.8561 |
Epoch 00140 | Loss(train) 0.6496 | Acc(train) 0.8799 | Acc(val) 0.8524 |
Epoch 00141 | Loss(train) 0.6457 | Acc(train) 0.8872 | Acc(val) 0.8561 |
Epoch 00142 | Loss(train) 0.6407 | Acc(train) 0.8706 | Acc(val) 0.8598 |
Epoch 00143 | Loss(train) 0.6617 | Acc(train) 0.8762 | Acc(val) 0.8524 |
Epoch 00144 | Loss(train) 0.6702 | Acc(train) 0.8503 | Acc(val) 0.8561 |
Epoch 00145 | Loss(train) 0.6553 | Acc(train) 0.8614 | Acc(val) 0.8598 |
Epoch 00146 | Loss(train) 0.6498 | Acc(train) 0.8780 | Acc(val) 0.8561 |
Epoch 00147 | Loss(train) 0.6607 | Acc(train) 0.8614 | Acc(val) 0.8598 |
Epoch 00148 | Loss(train) 0.6334 | Acc(train) 0.8669 | Acc(val) 0.8672 |*
Epoch 00149 | Loss(train) 0.6434 | Acc(train) 0.8484 | Acc(val) 0.8708 |*
Epoch 00150 | Loss(train) 0.6348 | Acc(train) 0.8725 | Acc(val) 0.8635 |
Epoch 00151 | Loss(train) 0.6252 | Acc(train) 0.8632 | Acc(val) 0.8561 |
Epoch 00152 | Loss(train) 0.6496 | Acc(train) 0.8799 | Acc(val) 0.8561 |
Epoch 00153 | Loss(train) 0.6508 | Acc(train) 0.8799 | Acc(val) 0.8524 |
Epoch 00154 | Loss(train) 0.6257 | Acc(train) 0.8817 | Acc(val) 0.8524 |
Epoch 00155 | Loss(train) 0.6376 | Acc(train) 0.8669 | Acc(val) 0.8561 |
Epoch 00156 | Loss(train) 0.6202 | Acc(train) 0.8688 | Acc(val) 0.8672 |
Epoch 00157 | Loss(train) 0.6359 | Acc(train) 0.8614 | Acc(val) 0.8745 |*
Epoch 00158 | Loss(train) 0.6094 | Acc(train) 0.8706 | Acc(val) 0.8745 |
Epoch 00159 | Loss(train) 0.6079 | Acc(train) 0.8762 | Acc(val) 0.8782 |*
Epoch 00160 | Loss(train) 0.6144 | Acc(train) 0.8706 | Acc(val) 0.8819 |*
Epoch 00161 | Loss(train) 0.6199 | Acc(train) 0.8706 | Acc(val) 0.8708 |
Epoch 00162 | Loss(train) 0.6134 | Acc(train) 0.8909 | Acc(val) 0.8745 |
Epoch 00163 | Loss(train) 0.5909 | Acc(train) 0.8928 | Acc(val) 0.8635 |
Epoch 00164 | Loss(train) 0.6042 | Acc(train) 0.8762 | Acc(val) 0.8598 |
Epoch 00165 | Loss(train) 0.5996 | Acc(train) 0.8725 | Acc(val) 0.8598 |
Epoch 00166 | Loss(train) 0.5946 | Acc(train) 0.8669 | Acc(val) 0.8635 |
Epoch 00167 | Loss(train) 0.5787 | Acc(train) 0.9002 | Acc(val) 0.8672 |
Epoch 00168 | Loss(train) 0.5974 | Acc(train) 0.8872 | Acc(val) 0.8708 |
Epoch 00169 | Loss(train) 0.5784 | Acc(train) 0.8706 | Acc(val) 0.8708 |
Epoch 00170 | Loss(train) 0.5756 | Acc(train) 0.9150 | Acc(val) 0.8708 |
Epoch 00171 | Loss(train) 0.5589 | Acc(train) 0.8946 | Acc(val) 0.8708 |
Epoch 00172 | Loss(train) 0.5858 | Acc(train) 0.8909 | Acc(val) 0.8708 |
Epoch 00173 | Loss(train) 0.5585 | Acc(train) 0.9002 | Acc(val) 0.8708 |
Epoch 00174 | Loss(train) 0.5814 | Acc(train) 0.8743 | Acc(val) 0.8672 |
Epoch 00175 | Loss(train) 0.5836 | Acc(train) 0.8928 | Acc(val) 0.8745 |
Epoch 00176 | Loss(train) 0.5841 | Acc(train) 0.8706 | Acc(val) 0.8708 |
Epoch 00177 | Loss(train) 0.5708 | Acc(train) 0.8909 | Acc(val) 0.8708 |
Epoch 00178 | Loss(train) 0.5732 | Acc(train) 0.8983 | Acc(val) 0.8745 |
Epoch 00179 | Loss(train) 0.5780 | Acc(train) 0.8872 | Acc(val) 0.8672 |
Epoch 00180 | Loss(train) 0.5521 | Acc(train) 0.8909 | Acc(val) 0.8708 |
Epoch 00181 | Loss(train) 0.5546 | Acc(train) 0.8872 | Acc(val) 0.8708 |
Epoch 00182 | Loss(train) 0.5549 | Acc(train) 0.8946 | Acc(val) 0.8782 |
Epoch 00183 | Loss(train) 0.5701 | Acc(train) 0.8835 | Acc(val) 0.8782 |
Epoch 00184 | Loss(train) 0.5849 | Acc(train) 0.8799 | Acc(val) 0.8782 |
Epoch 00185 | Loss(train) 0.5441 | Acc(train) 0.9020 | Acc(val) 0.8782 |
Epoch 00186 | Loss(train) 0.5585 | Acc(train) 0.8946 | Acc(val) 0.8708 |
Epoch 00187 | Loss(train) 0.5413 | Acc(train) 0.8854 | Acc(val) 0.8672 |
Epoch 00188 | Loss(train) 0.5519 | Acc(train) 0.9057 | Acc(val) 0.8708 |
Epoch 00189 | Loss(train) 0.5565 | Acc(train) 0.8891 | Acc(val) 0.8672 |
Epoch 00190 | Loss(train) 0.5484 | Acc(train) 0.9039 | Acc(val) 0.8635 |
Epoch 00191 | Loss(train) 0.5653 | Acc(train) 0.8780 | Acc(val) 0.8672 |
Epoch 00192 | Loss(train) 0.5244 | Acc(train) 0.8983 | Acc(val) 0.8672 |
Epoch 00193 | Loss(train) 0.5106 | Acc(train) 0.9020 | Acc(val) 0.8672 |
Epoch 00194 | Loss(train) 0.5509 | Acc(train) 0.8946 | Acc(val) 0.8708 |
Epoch 00195 | Loss(train) 0.5337 | Acc(train) 0.8965 | Acc(val) 0.8708 |
Epoch 00196 | Loss(train) 0.5693 | Acc(train) 0.8817 | Acc(val) 0.8708 |
Epoch 00197 | Loss(train) 0.5382 | Acc(train) 0.9039 | Acc(val) 0.8708 |
Epoch 00198 | Loss(train) 0.5470 | Acc(train) 0.9002 | Acc(val) 0.8672 |
Epoch 00199 | Loss(train) 0.5385 | Acc(train) 0.8983 | Acc(val) 0.8672 |
Epoch 00200 | Loss(train) 0.5406 | Acc(train) 0.8965 | Acc(val) 0.8782 |
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'WATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.95, 'cal_hidden_dim': 8}, gnn={'type': 'gcn', 'num_layer': 2, 'hid_dim': 16, 'dropout': 0.5, 'norm': None, 'in_dim': 1433, 'out_dim': 7}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.0005, 'patience': None})
************************************
************************************
GPU memory allowcation
GPU Memory Allocated: 79.57 MB
GPU Memory Reserved: 100.00 MB
Exp 6/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 1.9450 | Acc(train) 0.1719 | Acc(val) 0.2989 |*
Epoch 00002 | Loss(train) 1.9298 | Acc(train) 0.2791 | Acc(val) 0.2989 |
Epoch 00003 | Loss(train) 1.9141 | Acc(train) 0.2773 | Acc(val) 0.2989 |
Epoch 00004 | Loss(train) 1.8977 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00005 | Loss(train) 1.8828 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00006 | Loss(train) 1.8692 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00007 | Loss(train) 1.8532 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00008 | Loss(train) 1.8387 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00009 | Loss(train) 1.8272 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00010 | Loss(train) 1.8172 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00011 | Loss(train) 1.7977 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00012 | Loss(train) 1.7933 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00013 | Loss(train) 1.7875 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00014 | Loss(train) 1.7691 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00015 | Loss(train) 1.7559 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00016 | Loss(train) 1.7514 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00017 | Loss(train) 1.7462 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00018 | Loss(train) 1.7388 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00019 | Loss(train) 1.7306 | Acc(train) 0.2828 | Acc(val) 0.2989 |
Epoch 00020 | Loss(train) 1.7131 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00021 | Loss(train) 1.7105 | Acc(train) 0.2865 | Acc(val) 0.2989 |
Epoch 00022 | Loss(train) 1.6990 | Acc(train) 0.2847 | Acc(val) 0.3026 |*
Epoch 00023 | Loss(train) 1.6860 | Acc(train) 0.2976 | Acc(val) 0.3026 |
Epoch 00024 | Loss(train) 1.6835 | Acc(train) 0.3068 | Acc(val) 0.3026 |
Epoch 00025 | Loss(train) 1.6549 | Acc(train) 0.3235 | Acc(val) 0.3210 |*
Epoch 00026 | Loss(train) 1.6559 | Acc(train) 0.3216 | Acc(val) 0.3247 |*
Epoch 00027 | Loss(train) 1.6415 | Acc(train) 0.3327 | Acc(val) 0.3284 |*
Epoch 00028 | Loss(train) 1.6360 | Acc(train) 0.3567 | Acc(val) 0.3321 |*
Epoch 00029 | Loss(train) 1.6208 | Acc(train) 0.3567 | Acc(val) 0.3321 |
Epoch 00030 | Loss(train) 1.6043 | Acc(train) 0.3641 | Acc(val) 0.3358 |*
Epoch 00031 | Loss(train) 1.6018 | Acc(train) 0.3752 | Acc(val) 0.3395 |*
Epoch 00032 | Loss(train) 1.5828 | Acc(train) 0.3919 | Acc(val) 0.3395 |
Epoch 00033 | Loss(train) 1.5630 | Acc(train) 0.3900 | Acc(val) 0.3395 |
Epoch 00034 | Loss(train) 1.5535 | Acc(train) 0.3863 | Acc(val) 0.3432 |*
Epoch 00035 | Loss(train) 1.5585 | Acc(train) 0.4030 | Acc(val) 0.3542 |*
Epoch 00036 | Loss(train) 1.5410 | Acc(train) 0.4288 | Acc(val) 0.3727 |*
Epoch 00037 | Loss(train) 1.5271 | Acc(train) 0.4196 | Acc(val) 0.3875 |*
Epoch 00038 | Loss(train) 1.5126 | Acc(train) 0.4658 | Acc(val) 0.4133 |*
Epoch 00039 | Loss(train) 1.5183 | Acc(train) 0.4510 | Acc(val) 0.4317 |*
Epoch 00040 | Loss(train) 1.4843 | Acc(train) 0.4621 | Acc(val) 0.4428 |*
Epoch 00041 | Loss(train) 1.4914 | Acc(train) 0.4713 | Acc(val) 0.4613 |*
Epoch 00042 | Loss(train) 1.4611 | Acc(train) 0.4935 | Acc(val) 0.4723 |*
Epoch 00043 | Loss(train) 1.4615 | Acc(train) 0.4732 | Acc(val) 0.4908 |*
Epoch 00044 | Loss(train) 1.4500 | Acc(train) 0.4917 | Acc(val) 0.5018 |*
Epoch 00045 | Loss(train) 1.4451 | Acc(train) 0.5231 | Acc(val) 0.5166 |*
Epoch 00046 | Loss(train) 1.4211 | Acc(train) 0.5416 | Acc(val) 0.5240 |*
Epoch 00047 | Loss(train) 1.4099 | Acc(train) 0.5287 | Acc(val) 0.5314 |*
Epoch 00048 | Loss(train) 1.3893 | Acc(train) 0.5527 | Acc(val) 0.5387 |*
Epoch 00049 | Loss(train) 1.3917 | Acc(train) 0.5564 | Acc(val) 0.5498 |*
Epoch 00050 | Loss(train) 1.3563 | Acc(train) 0.5545 | Acc(val) 0.5720 |*
Epoch 00051 | Loss(train) 1.3500 | Acc(train) 0.5675 | Acc(val) 0.5793 |*
Epoch 00052 | Loss(train) 1.3409 | Acc(train) 0.5970 | Acc(val) 0.5978 |*
Epoch 00053 | Loss(train) 1.3343 | Acc(train) 0.5952 | Acc(val) 0.6089 |*
Epoch 00054 | Loss(train) 1.3020 | Acc(train) 0.6137 | Acc(val) 0.6236 |*
Epoch 00055 | Loss(train) 1.3206 | Acc(train) 0.6026 | Acc(val) 0.6384 |*
Epoch 00056 | Loss(train) 1.2910 | Acc(train) 0.6359 | Acc(val) 0.6494 |*
Epoch 00057 | Loss(train) 1.2801 | Acc(train) 0.6155 | Acc(val) 0.6605 |*
Epoch 00058 | Loss(train) 1.2748 | Acc(train) 0.6525 | Acc(val) 0.6642 |*
Epoch 00059 | Loss(train) 1.2604 | Acc(train) 0.6543 | Acc(val) 0.6716 |*
Epoch 00060 | Loss(train) 1.2355 | Acc(train) 0.6673 | Acc(val) 0.6716 |
Epoch 00061 | Loss(train) 1.2394 | Acc(train) 0.6673 | Acc(val) 0.6827 |*
Epoch 00062 | Loss(train) 1.2045 | Acc(train) 0.7043 | Acc(val) 0.7011 |*
Epoch 00063 | Loss(train) 1.1980 | Acc(train) 0.6858 | Acc(val) 0.7232 |*
Epoch 00064 | Loss(train) 1.1996 | Acc(train) 0.6876 | Acc(val) 0.7232 |
Epoch 00065 | Loss(train) 1.1993 | Acc(train) 0.6765 | Acc(val) 0.7343 |*
Epoch 00066 | Loss(train) 1.1625 | Acc(train) 0.7098 | Acc(val) 0.7417 |*
Epoch 00067 | Loss(train) 1.1773 | Acc(train) 0.6802 | Acc(val) 0.7454 |*
Epoch 00068 | Loss(train) 1.1439 | Acc(train) 0.7061 | Acc(val) 0.7491 |*
Epoch 00069 | Loss(train) 1.1265 | Acc(train) 0.7209 | Acc(val) 0.7528 |*
Epoch 00070 | Loss(train) 1.1318 | Acc(train) 0.7190 | Acc(val) 0.7565 |*
Epoch 00071 | Loss(train) 1.1021 | Acc(train) 0.7283 | Acc(val) 0.7601 |*
Epoch 00072 | Loss(train) 1.0896 | Acc(train) 0.7264 | Acc(val) 0.7638 |*
Epoch 00073 | Loss(train) 1.0943 | Acc(train) 0.7153 | Acc(val) 0.7638 |
Epoch 00074 | Loss(train) 1.0995 | Acc(train) 0.7024 | Acc(val) 0.7638 |
Epoch 00075 | Loss(train) 1.0798 | Acc(train) 0.7338 | Acc(val) 0.7638 |
Epoch 00076 | Loss(train) 1.0608 | Acc(train) 0.7301 | Acc(val) 0.7675 |*
Epoch 00077 | Loss(train) 1.0668 | Acc(train) 0.7227 | Acc(val) 0.7749 |*
Epoch 00078 | Loss(train) 1.0533 | Acc(train) 0.7505 | Acc(val) 0.7749 |
Epoch 00079 | Loss(train) 1.0126 | Acc(train) 0.7708 | Acc(val) 0.7749 |
Epoch 00080 | Loss(train) 1.0384 | Acc(train) 0.7486 | Acc(val) 0.7749 |
Epoch 00081 | Loss(train) 0.9966 | Acc(train) 0.7616 | Acc(val) 0.7823 |*
Epoch 00082 | Loss(train) 0.9916 | Acc(train) 0.7505 | Acc(val) 0.7860 |*
Epoch 00083 | Loss(train) 1.0077 | Acc(train) 0.7283 | Acc(val) 0.7823 |
Epoch 00084 | Loss(train) 0.9625 | Acc(train) 0.7652 | Acc(val) 0.7860 |
Epoch 00085 | Loss(train) 0.9794 | Acc(train) 0.7745 | Acc(val) 0.7860 |
Epoch 00086 | Loss(train) 0.9812 | Acc(train) 0.7819 | Acc(val) 0.7860 |
Epoch 00087 | Loss(train) 0.9510 | Acc(train) 0.7616 | Acc(val) 0.7897 |*
Epoch 00088 | Loss(train) 0.9651 | Acc(train) 0.7634 | Acc(val) 0.7934 |*
Epoch 00089 | Loss(train) 0.9221 | Acc(train) 0.7800 | Acc(val) 0.7970 |*
Epoch 00090 | Loss(train) 0.9517 | Acc(train) 0.7726 | Acc(val) 0.8081 |*
Epoch 00091 | Loss(train) 0.9251 | Acc(train) 0.7948 | Acc(val) 0.8118 |*
Epoch 00092 | Loss(train) 0.9233 | Acc(train) 0.7893 | Acc(val) 0.8118 |
Epoch 00093 | Loss(train) 0.8926 | Acc(train) 0.7967 | Acc(val) 0.8118 |
Epoch 00094 | Loss(train) 0.8842 | Acc(train) 0.7819 | Acc(val) 0.8192 |*
Epoch 00095 | Loss(train) 0.8850 | Acc(train) 0.8207 | Acc(val) 0.8229 |*
Epoch 00096 | Loss(train) 0.9118 | Acc(train) 0.7911 | Acc(val) 0.8303 |*
Epoch 00097 | Loss(train) 0.8860 | Acc(train) 0.8022 | Acc(val) 0.8266 |
Epoch 00098 | Loss(train) 0.8915 | Acc(train) 0.7930 | Acc(val) 0.8229 |
Epoch 00099 | Loss(train) 0.8827 | Acc(train) 0.8115 | Acc(val) 0.8192 |
Epoch 00100 | Loss(train) 0.8778 | Acc(train) 0.7948 | Acc(val) 0.8192 |
Epoch 00101 | Loss(train) 0.8780 | Acc(train) 0.7856 | Acc(val) 0.8376 |*
Epoch 00102 | Loss(train) 0.8661 | Acc(train) 0.8189 | Acc(val) 0.8339 |
Epoch 00103 | Loss(train) 0.8673 | Acc(train) 0.8004 | Acc(val) 0.8376 |
Epoch 00104 | Loss(train) 0.8360 | Acc(train) 0.8207 | Acc(val) 0.8376 |
Epoch 00105 | Loss(train) 0.8373 | Acc(train) 0.8226 | Acc(val) 0.8303 |
Epoch 00106 | Loss(train) 0.8208 | Acc(train) 0.8004 | Acc(val) 0.8339 |
Epoch 00107 | Loss(train) 0.8278 | Acc(train) 0.8115 | Acc(val) 0.8413 |*
Epoch 00108 | Loss(train) 0.8241 | Acc(train) 0.8152 | Acc(val) 0.8413 |
Epoch 00109 | Loss(train) 0.8305 | Acc(train) 0.8207 | Acc(val) 0.8413 |
Epoch 00110 | Loss(train) 0.7940 | Acc(train) 0.8262 | Acc(val) 0.8450 |*
Epoch 00111 | Loss(train) 0.8095 | Acc(train) 0.8078 | Acc(val) 0.8487 |*
Epoch 00112 | Loss(train) 0.7938 | Acc(train) 0.8336 | Acc(val) 0.8524 |*
Epoch 00113 | Loss(train) 0.8047 | Acc(train) 0.8096 | Acc(val) 0.8598 |*
Epoch 00114 | Loss(train) 0.7899 | Acc(train) 0.8244 | Acc(val) 0.8598 |
Epoch 00115 | Loss(train) 0.7637 | Acc(train) 0.8447 | Acc(val) 0.8635 |*
Epoch 00116 | Loss(train) 0.7598 | Acc(train) 0.8503 | Acc(val) 0.8672 |*
Epoch 00117 | Loss(train) 0.8034 | Acc(train) 0.7967 | Acc(val) 0.8635 |
Epoch 00118 | Loss(train) 0.7567 | Acc(train) 0.8373 | Acc(val) 0.8561 |
Epoch 00119 | Loss(train) 0.7514 | Acc(train) 0.8447 | Acc(val) 0.8561 |
Epoch 00120 | Loss(train) 0.7442 | Acc(train) 0.8226 | Acc(val) 0.8450 |
Epoch 00121 | Loss(train) 0.7477 | Acc(train) 0.8189 | Acc(val) 0.8450 |
Epoch 00122 | Loss(train) 0.7537 | Acc(train) 0.8484 | Acc(val) 0.8487 |
Epoch 00123 | Loss(train) 0.7639 | Acc(train) 0.8207 | Acc(val) 0.8561 |
Epoch 00124 | Loss(train) 0.7799 | Acc(train) 0.8318 | Acc(val) 0.8635 |
Epoch 00125 | Loss(train) 0.7476 | Acc(train) 0.8318 | Acc(val) 0.8598 |
Epoch 00126 | Loss(train) 0.7411 | Acc(train) 0.8429 | Acc(val) 0.8635 |
Epoch 00127 | Loss(train) 0.7443 | Acc(train) 0.8466 | Acc(val) 0.8635 |
Epoch 00128 | Loss(train) 0.7248 | Acc(train) 0.8373 | Acc(val) 0.8598 |
Epoch 00129 | Loss(train) 0.7187 | Acc(train) 0.8447 | Acc(val) 0.8524 |
Epoch 00130 | Loss(train) 0.7055 | Acc(train) 0.8484 | Acc(val) 0.8561 |
Epoch 00131 | Loss(train) 0.7053 | Acc(train) 0.8466 | Acc(val) 0.8598 |
Epoch 00132 | Loss(train) 0.6967 | Acc(train) 0.8577 | Acc(val) 0.8524 |
Epoch 00133 | Loss(train) 0.7024 | Acc(train) 0.8540 | Acc(val) 0.8598 |
Epoch 00134 | Loss(train) 0.7067 | Acc(train) 0.8577 | Acc(val) 0.8635 |
Epoch 00135 | Loss(train) 0.7074 | Acc(train) 0.8521 | Acc(val) 0.8672 |
Epoch 00136 | Loss(train) 0.6978 | Acc(train) 0.8577 | Acc(val) 0.8672 |
Epoch 00137 | Loss(train) 0.7195 | Acc(train) 0.8355 | Acc(val) 0.8635 |
Epoch 00138 | Loss(train) 0.7026 | Acc(train) 0.8595 | Acc(val) 0.8598 |
Epoch 00139 | Loss(train) 0.6951 | Acc(train) 0.8558 | Acc(val) 0.8561 |
Epoch 00140 | Loss(train) 0.6749 | Acc(train) 0.8540 | Acc(val) 0.8598 |
Epoch 00141 | Loss(train) 0.6779 | Acc(train) 0.8688 | Acc(val) 0.8635 |
Epoch 00142 | Loss(train) 0.6900 | Acc(train) 0.8503 | Acc(val) 0.8708 |*
Epoch 00143 | Loss(train) 0.6819 | Acc(train) 0.8558 | Acc(val) 0.8708 |
Epoch 00144 | Loss(train) 0.6940 | Acc(train) 0.8355 | Acc(val) 0.8745 |*
Epoch 00145 | Loss(train) 0.6628 | Acc(train) 0.8762 | Acc(val) 0.8745 |
Epoch 00146 | Loss(train) 0.6802 | Acc(train) 0.8725 | Acc(val) 0.8708 |
Epoch 00147 | Loss(train) 0.6413 | Acc(train) 0.8762 | Acc(val) 0.8635 |
Epoch 00148 | Loss(train) 0.6749 | Acc(train) 0.8688 | Acc(val) 0.8672 |
Epoch 00149 | Loss(train) 0.6568 | Acc(train) 0.8743 | Acc(val) 0.8708 |
Epoch 00150 | Loss(train) 0.6675 | Acc(train) 0.8725 | Acc(val) 0.8708 |
Epoch 00151 | Loss(train) 0.6714 | Acc(train) 0.8318 | Acc(val) 0.8782 |*
Epoch 00152 | Loss(train) 0.6650 | Acc(train) 0.8688 | Acc(val) 0.8782 |
