/root/WATS/model/calibrator.py:322: UserWarning: Creating a tensor from a list of numpy.ndarrays is extremely slow. Please consider converting the list to a single numpy.ndarray with numpy.array() before converting to a tensor. (Triggered internally at ../torch/csrc/utils/tensor_new.cpp:274.)
  torch.tensor([L.row, L.col]),
  NumNodes: 3327
  NumEdges: 9228
  NumFeats: 3703
  NumClasses: 6
  NumTrainingSamples: 120
  NumValidationSamples: 500
  NumTestSamples: 1000
Done loading data from cached files.
Dataset: citeseer | #Nodes: 3327 | #Edges: 12431 | #Classes: 6 |#Features: 3703
Epoch 00061 | Loss(train) 1.6800 | Acc(train) 0.2685 | Acc(val) 0.2470 |
Epoch 00062 | Loss(train) 1.6796 | Acc(train) 0.2886 | Acc(val) 0.2470 |
Epoch 00063 | Loss(train) 1.6775 | Acc(train) 0.2806 | Acc(val) 0.2470 |
Epoch 00064 | Loss(train) 1.6876 | Acc(train) 0.2745 | Acc(val) 0.2470 |
Epoch 00065 | Loss(train) 1.6897 | Acc(train) 0.2585 | Acc(val) 0.2530 |
Epoch 00066 | Loss(train) 1.6713 | Acc(train) 0.2685 | Acc(val) 0.2530 |
Epoch 00067 | Loss(train) 1.6837 | Acc(train) 0.2525 | Acc(val) 0.2590 |
Early stopping at epoch 67
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'WATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.4, 'cal_hidden_dim': 32}, gnn={'type': 'gcnii', 'num_layer': 16, 'hid_dim': 16, 'dropout': 0.5, 'norm': None, 'in_dim': 3703, 'out_dim': 6}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.0005, 'patience': 50})
************************************
正在计算理论系数 c_k (通过数值积分)...
理论系数 c_k 计算完成。
************************************
GPU memory allowcation
GPU Memory Allocated: 112.41 MB
GPU Memory Reserved: 184.00 MB
Exp 9/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 1.8191 | Acc(train) 0.1924 | Acc(val) 0.1627 |*
Epoch 00002 | Loss(train) 1.8148 | Acc(train) 0.2004 | Acc(val) 0.1627 |
Epoch 00003 | Loss(train) 1.8084 | Acc(train) 0.2004 | Acc(val) 0.1627 |
Epoch 00004 | Loss(train) 1.8065 | Acc(train) 0.2004 | Acc(val) 0.1627 |
Epoch 00005 | Loss(train) 1.8018 | Acc(train) 0.2004 | Acc(val) 0.1627 |
Epoch 00006 | Loss(train) 1.7991 | Acc(train) 0.1984 | Acc(val) 0.1627 |
Epoch 00007 | Loss(train) 1.7903 | Acc(train) 0.2004 | Acc(val) 0.1627 |
Epoch 00008 | Loss(train) 1.7880 | Acc(train) 0.2024 | Acc(val) 0.1627 |
Epoch 00009 | Loss(train) 1.7876 | Acc(train) 0.1984 | Acc(val) 0.1627 |
Epoch 00010 | Loss(train) 1.7799 | Acc(train) 0.2084 | Acc(val) 0.1627 |
Epoch 00011 | Loss(train) 1.7750 | Acc(train) 0.2204 | Acc(val) 0.1627 |
Epoch 00012 | Loss(train) 1.7817 | Acc(train) 0.2104 | Acc(val) 0.1627 |
Epoch 00013 | Loss(train) 1.7682 | Acc(train) 0.2204 | Acc(val) 0.1687 |*
Epoch 00014 | Loss(train) 1.7659 | Acc(train) 0.2385 | Acc(val) 0.1687 |
Epoch 00015 | Loss(train) 1.7598 | Acc(train) 0.2285 | Acc(val) 0.1687 |
Epoch 00016 | Loss(train) 1.7684 | Acc(train) 0.2265 | Acc(val) 0.2048 |*
Epoch 00017 | Loss(train) 1.7633 | Acc(train) 0.2104 | Acc(val) 0.2470 |*
Epoch 00018 | Loss(train) 1.7555 | Acc(train) 0.2545 | Acc(val) 0.2711 |*
Epoch 00019 | Loss(train) 1.7512 | Acc(train) 0.2505 | Acc(val) 0.2530 |
Epoch 00020 | Loss(train) 1.7499 | Acc(train) 0.2285 | Acc(val) 0.2651 |
Epoch 00021 | Loss(train) 1.7466 | Acc(train) 0.2545 | Acc(val) 0.2651 |
Epoch 00022 | Loss(train) 1.7494 | Acc(train) 0.2385 | Acc(val) 0.2831 |*
Epoch 00023 | Loss(train) 1.7414 | Acc(train) 0.2325 | Acc(val) 0.2771 |
Epoch 00024 | Loss(train) 1.7474 | Acc(train) 0.2285 | Acc(val) 0.2771 |
Epoch 00025 | Loss(train) 1.7502 | Acc(train) 0.2164 | Acc(val) 0.2771 |
Epoch 00026 | Loss(train) 1.7290 | Acc(train) 0.2505 | Acc(val) 0.2771 |
Epoch 00027 | Loss(train) 1.7450 | Acc(train) 0.2244 | Acc(val) 0.2831 |
Epoch 00028 | Loss(train) 1.7359 | Acc(train) 0.2425 | Acc(val) 0.2892 |*
Epoch 00029 | Loss(train) 1.7643 | Acc(train) 0.2565 | Acc(val) 0.2711 |
Epoch 00030 | Loss(train) 1.7457 | Acc(train) 0.2545 | Acc(val) 0.2651 |
Epoch 00031 | Loss(train) 1.7246 | Acc(train) 0.2605 | Acc(val) 0.2711 |
Epoch 00032 | Loss(train) 1.7347 | Acc(train) 0.2325 | Acc(val) 0.2771 |
Epoch 00033 | Loss(train) 1.7451 | Acc(train) 0.2525 | Acc(val) 0.2831 |
Epoch 00034 | Loss(train) 1.7287 | Acc(train) 0.2505 | Acc(val) 0.2831 |
Epoch 00035 | Loss(train) 1.7362 | Acc(train) 0.2365 | Acc(val) 0.2831 |
Epoch 00036 | Loss(train) 1.7235 | Acc(train) 0.2625 | Acc(val) 0.2831 |
Epoch 00037 | Loss(train) 1.7328 | Acc(train) 0.2385 | Acc(val) 0.2771 |
Epoch 00038 | Loss(train) 1.7319 | Acc(train) 0.2545 | Acc(val) 0.2892 |
Epoch 00039 | Loss(train) 1.7258 | Acc(train) 0.2565 | Acc(val) 0.2892 |
Epoch 00040 | Loss(train) 1.7341 | Acc(train) 0.2705 | Acc(val) 0.2831 |
Epoch 00041 | Loss(train) 1.7215 | Acc(train) 0.2665 | Acc(val) 0.2771 |
Epoch 00042 | Loss(train) 1.7249 | Acc(train) 0.2305 | Acc(val) 0.2711 |
Epoch 00043 | Loss(train) 1.7218 | Acc(train) 0.2766 | Acc(val) 0.2590 |
Epoch 00044 | Loss(train) 1.7227 | Acc(train) 0.2485 | Acc(val) 0.2530 |
Epoch 00045 | Loss(train) 1.7161 | Acc(train) 0.2625 | Acc(val) 0.2590 |
Epoch 00046 | Loss(train) 1.7179 | Acc(train) 0.2365 | Acc(val) 0.2590 |
Epoch 00047 | Loss(train) 1.7496 | Acc(train) 0.2585 | Acc(val) 0.2590 |
Epoch 00048 | Loss(train) 1.7134 | Acc(train) 0.2645 | Acc(val) 0.2590 |
Epoch 00049 | Loss(train) 1.7123 | Acc(train) 0.2745 | Acc(val) 0.2530 |
Epoch 00050 | Loss(train) 1.7113 | Acc(train) 0.2545 | Acc(val) 0.2530 |
Epoch 00051 | Loss(train) 1.7094 | Acc(train) 0.2585 | Acc(val) 0.2590 |
Epoch 00052 | Loss(train) 1.7108 | Acc(train) 0.2645 | Acc(val) 0.2590 |
Epoch 00053 | Loss(train) 1.6981 | Acc(train) 0.2725 | Acc(val) 0.2590 |
Epoch 00054 | Loss(train) 1.7009 | Acc(train) 0.2866 | Acc(val) 0.2590 |
Epoch 00055 | Loss(train) 1.7004 | Acc(train) 0.2745 | Acc(val) 0.2590 |
Epoch 00056 | Loss(train) 1.6958 | Acc(train) 0.2625 | Acc(val) 0.2530 |
Epoch 00057 | Loss(train) 1.6983 | Acc(train) 0.2866 | Acc(val) 0.2590 |
Epoch 00058 | Loss(train) 1.7007 | Acc(train) 0.2846 | Acc(val) 0.2590 |
Epoch 00059 | Loss(train) 1.6917 | Acc(train) 0.2986 | Acc(val) 0.2711 |
Epoch 00060 | Loss(train) 1.6994 | Acc(train) 0.2766 | Acc(val) 0.2711 |
Epoch 00061 | Loss(train) 1.6947 | Acc(train) 0.3026 | Acc(val) 0.2831 |
Epoch 00062 | Loss(train) 1.6921 | Acc(train) 0.2946 | Acc(val) 0.2831 |
Epoch 00063 | Loss(train) 1.6945 | Acc(train) 0.2966 | Acc(val) 0.2831 |
Epoch 00064 | Loss(train) 1.6870 | Acc(train) 0.2806 | Acc(val) 0.2831 |
Epoch 00065 | Loss(train) 1.6809 | Acc(train) 0.3166 | Acc(val) 0.2952 |*
Epoch 00066 | Loss(train) 1.6782 | Acc(train) 0.3267 | Acc(val) 0.3012 |*
Epoch 00067 | Loss(train) 1.6740 | Acc(train) 0.3387 | Acc(val) 0.2952 |
Epoch 00068 | Loss(train) 1.6812 | Acc(train) 0.3267 | Acc(val) 0.3012 |
Epoch 00069 | Loss(train) 1.6733 | Acc(train) 0.3246 | Acc(val) 0.2831 |
Epoch 00070 | Loss(train) 1.6737 | Acc(train) 0.3246 | Acc(val) 0.2831 |
Epoch 00071 | Loss(train) 1.6764 | Acc(train) 0.3226 | Acc(val) 0.2831 |
Epoch 00072 | Loss(train) 1.6739 | Acc(train) 0.2886 | Acc(val) 0.2831 |
Epoch 00073 | Loss(train) 1.6619 | Acc(train) 0.3166 | Acc(val) 0.3012 |
Epoch 00074 | Loss(train) 1.6626 | Acc(train) 0.2926 | Acc(val) 0.3253 |*
Epoch 00075 | Loss(train) 1.6549 | Acc(train) 0.3347 | Acc(val) 0.3434 |*
Epoch 00076 | Loss(train) 1.6569 | Acc(train) 0.3607 | Acc(val) 0.3434 |
Epoch 00077 | Loss(train) 1.6775 | Acc(train) 0.3387 | Acc(val) 0.3434 |
Epoch 00078 | Loss(train) 1.6555 | Acc(train) 0.3367 | Acc(val) 0.3554 |*
Epoch 00079 | Loss(train) 1.6506 | Acc(train) 0.3647 | Acc(val) 0.3614 |*
Epoch 00080 | Loss(train) 1.6381 | Acc(train) 0.3587 | Acc(val) 0.3614 |
Epoch 00081 | Loss(train) 1.6459 | Acc(train) 0.3567 | Acc(val) 0.3434 |
Epoch 00082 | Loss(train) 1.6405 | Acc(train) 0.3547 | Acc(val) 0.3434 |
Epoch 00083 | Loss(train) 1.6308 | Acc(train) 0.3848 | Acc(val) 0.3313 |
Epoch 00084 | Loss(train) 1.6263 | Acc(train) 0.3868 | Acc(val) 0.3133 |
Epoch 00085 | Loss(train) 1.6223 | Acc(train) 0.3808 | Acc(val) 0.3253 |
Epoch 00086 | Loss(train) 1.6159 | Acc(train) 0.3507 | Acc(val) 0.3313 |
Epoch 00087 | Loss(train) 1.6186 | Acc(train) 0.3547 | Acc(val) 0.3494 |
Epoch 00088 | Loss(train) 1.6043 | Acc(train) 0.3828 | Acc(val) 0.3554 |
Epoch 00089 | Loss(train) 1.6208 | Acc(train) 0.3788 | Acc(val) 0.3675 |*
Epoch 00090 | Loss(train) 1.5936 | Acc(train) 0.3988 | Acc(val) 0.4096 |*
Epoch 00091 | Loss(train) 1.5813 | Acc(train) 0.4128 | Acc(val) 0.4699 |*
Epoch 00092 | Loss(train) 1.5978 | Acc(train) 0.4148 | Acc(val) 0.5422 |*
Epoch 00093 | Loss(train) 1.5963 | Acc(train) 0.4048 | Acc(val) 0.5542 |*
Epoch 00094 | Loss(train) 1.5867 | Acc(train) 0.4850 | Acc(val) 0.5663 |*
Epoch 00095 | Loss(train) 1.5705 | Acc(train) 0.4248 | Acc(val) 0.5361 |
Epoch 00096 | Loss(train) 1.5729 | Acc(train) 0.4409 | Acc(val) 0.4819 |
Epoch 00097 | Loss(train) 1.5641 | Acc(train) 0.4269 | Acc(val) 0.4578 |
Epoch 00098 | Loss(train) 1.5630 | Acc(train) 0.4329 | Acc(val) 0.4880 |
Epoch 00099 | Loss(train) 1.5405 | Acc(train) 0.4569 | Acc(val) 0.5361 |
Epoch 00100 | Loss(train) 1.5334 | Acc(train) 0.4509 | Acc(val) 0.5663 |
Epoch 00101 | Loss(train) 1.5422 | Acc(train) 0.4449 | Acc(val) 0.5783 |*
Epoch 00102 | Loss(train) 1.5443 | Acc(train) 0.4709 | Acc(val) 0.5904 |*
Epoch 00103 | Loss(train) 1.5463 | Acc(train) 0.4309 | Acc(val) 0.5904 |
Epoch 00104 | Loss(train) 1.5216 | Acc(train) 0.4749 | Acc(val) 0.5904 |
Epoch 00105 | Loss(train) 1.5065 | Acc(train) 0.4729 | Acc(val) 0.5904 |
Epoch 00106 | Loss(train) 1.5007 | Acc(train) 0.4729 | Acc(val) 0.5783 |
Epoch 00107 | Loss(train) 1.4881 | Acc(train) 0.4729 | Acc(val) 0.5723 |
Epoch 00108 | Loss(train) 1.5147 | Acc(train) 0.4549 | Acc(val) 0.5843 |
Epoch 00109 | Loss(train) 1.4838 | Acc(train) 0.4810 | Acc(val) 0.6145 |*
Epoch 00110 | Loss(train) 1.4874 | Acc(train) 0.4629 | Acc(val) 0.6265 |*
Epoch 00111 | Loss(train) 1.4476 | Acc(train) 0.5150 | Acc(val) 0.6265 |
Epoch 00112 | Loss(train) 1.4524 | Acc(train) 0.5271 | Acc(val) 0.6386 |*
Epoch 00113 | Loss(train) 1.4754 | Acc(train) 0.4749 | Acc(val) 0.6386 |
Epoch 00114 | Loss(train) 1.4415 | Acc(train) 0.4970 | Acc(val) 0.6386 |
Epoch 00115 | Loss(train) 1.4494 | Acc(train) 0.5130 | Acc(val) 0.6325 |
Epoch 00116 | Loss(train) 1.4329 | Acc(train) 0.5110 | Acc(val) 0.6325 |
Epoch 00117 | Loss(train) 1.4339 | Acc(train) 0.5170 | Acc(val) 0.6265 |
Epoch 00118 | Loss(train) 1.4701 | Acc(train) 0.4930 | Acc(val) 0.6265 |
Epoch 00119 | Loss(train) 1.3964 | Acc(train) 0.4770 | Acc(val) 0.6145 |
Epoch 00120 | Loss(train) 1.4047 | Acc(train) 0.5110 | Acc(val) 0.6205 |
Epoch 00121 | Loss(train) 1.4253 | Acc(train) 0.5090 | Acc(val) 0.6205 |
Epoch 00122 | Loss(train) 1.3681 | Acc(train) 0.4990 | Acc(val) 0.6325 |
Epoch 00123 | Loss(train) 1.3817 | Acc(train) 0.5431 | Acc(val) 0.6325 |
Epoch 00124 | Loss(train) 1.3831 | Acc(train) 0.5471 | Acc(val) 0.6325 |
Epoch 00125 | Loss(train) 1.4049 | Acc(train) 0.5170 | Acc(val) 0.6627 |*
Epoch 00126 | Loss(train) 1.3562 | Acc(train) 0.5230 | Acc(val) 0.6687 |*
Epoch 00127 | Loss(train) 1.3710 | Acc(train) 0.5331 | Acc(val) 0.6747 |*
Epoch 00128 | Loss(train) 1.3990 | Acc(train) 0.4870 | Acc(val) 0.6687 |
Epoch 00129 | Loss(train) 1.3624 | Acc(train) 0.5291 | Acc(val) 0.6325 |
Epoch 00130 | Loss(train) 1.3606 | Acc(train) 0.5311 | Acc(val) 0.6145 |
Epoch 00131 | Loss(train) 1.3605 | Acc(train) 0.4970 | Acc(val) 0.6205 |
Epoch 00132 | Loss(train) 1.3421 | Acc(train) 0.5170 | Acc(val) 0.6386 |
Epoch 00133 | Loss(train) 1.3164 | Acc(train) 0.5571 | Acc(val) 0.6566 |
Epoch 00134 | Loss(train) 1.3448 | Acc(train) 0.5531 | Acc(val) 0.6566 |
Epoch 00135 | Loss(train) 1.3650 | Acc(train) 0.5431 | Acc(val) 0.6205 |
Epoch 00136 | Loss(train) 1.3597 | Acc(train) 0.5371 | Acc(val) 0.5843 |
Epoch 00137 | Loss(train) 1.3311 | Acc(train) 0.5511 | Acc(val) 0.5904 |
Epoch 00138 | Loss(train) 1.3671 | Acc(train) 0.5230 | Acc(val) 0.5843 |
Epoch 00139 | Loss(train) 1.3566 | Acc(train) 0.5230 | Acc(val) 0.5964 |
Epoch 00140 | Loss(train) 1.3423 | Acc(train) 0.5271 | Acc(val) 0.6205 |
Epoch 00141 | Loss(train) 1.3720 | Acc(train) 0.5391 | Acc(val) 0.6024 |
Epoch 00142 | Loss(train) 1.2975 | Acc(train) 0.5511 | Acc(val) 0.6265 |
Epoch 00143 | Loss(train) 1.3413 | Acc(train) 0.5311 | Acc(val) 0.6446 |
Epoch 00144 | Loss(train) 1.3464 | Acc(train) 0.5491 | Acc(val) 0.6446 |
Epoch 00145 | Loss(train) 1.2917 | Acc(train) 0.5631 | Acc(val) 0.6325 |
Epoch 00146 | Loss(train) 1.3105 | Acc(train) 0.5551 | Acc(val) 0.6506 |
Epoch 00147 | Loss(train) 1.3019 | Acc(train) 0.5551 | Acc(val) 0.6566 |
Epoch 00148 | Loss(train) 1.3189 | Acc(train) 0.5611 | Acc(val) 0.6627 |
Epoch 00149 | Loss(train) 1.2751 | Acc(train) 0.5872 | Acc(val) 0.6627 |
Epoch 00150 | Loss(train) 1.2734 | Acc(train) 0.5571 | Acc(val) 0.6687 |
Epoch 00151 | Loss(train) 1.2693 | Acc(train) 0.6072 | Acc(val) 0.6627 |
Epoch 00152 | Loss(train) 1.3276 | Acc(train) 0.5371 | Acc(val) 0.6627 |
Epoch 00153 | Loss(train) 1.3598 | Acc(train) 0.5190 | Acc(val) 0.6506 |
Epoch 00154 | Loss(train) 1.2850 | Acc(train) 0.5531 | Acc(val) 0.6566 |
Epoch 00155 | Loss(train) 1.2569 | Acc(train) 0.5651 | Acc(val) 0.6446 |
Epoch 00156 | Loss(train) 1.2924 | Acc(train) 0.5351 | Acc(val) 0.6566 |
Epoch 00157 | Loss(train) 1.2859 | Acc(train) 0.5772 | Acc(val) 0.6627 |
Epoch 00158 | Loss(train) 1.2589 | Acc(train) 0.5551 | Acc(val) 0.6687 |
Epoch 00159 | Loss(train) 1.2638 | Acc(train) 0.5671 | Acc(val) 0.6446 |
Epoch 00160 | Loss(train) 1.2702 | Acc(train) 0.5511 | Acc(val) 0.6386 |
Epoch 00161 | Loss(train) 1.2827 | Acc(train) 0.5471 | Acc(val) 0.6205 |
Epoch 00162 | Loss(train) 1.2504 | Acc(train) 0.5491 | Acc(val) 0.6084 |
Epoch 00163 | Loss(train) 1.2699 | Acc(train) 0.5691 | Acc(val) 0.6145 |
Epoch 00164 | Loss(train) 1.2675 | Acc(train) 0.5651 | Acc(val) 0.6145 |
Epoch 00165 | Loss(train) 1.2834 | Acc(train) 0.5551 | Acc(val) 0.6265 |
Epoch 00166 | Loss(train) 1.2437 | Acc(train) 0.5591 | Acc(val) 0.6386 |
Epoch 00167 | Loss(train) 1.3340 | Acc(train) 0.5631 | Acc(val) 0.6145 |
Epoch 00168 | Loss(train) 1.2323 | Acc(train) 0.5912 | Acc(val) 0.6145 |
Epoch 00169 | Loss(train) 1.3176 | Acc(train) 0.5611 | Acc(val) 0.6084 |
Epoch 00170 | Loss(train) 1.2903 | Acc(train) 0.5571 | Acc(val) 0.6024 |
Epoch 00171 | Loss(train) 1.2588 | Acc(train) 0.5772 | Acc(val) 0.6145 |
Epoch 00172 | Loss(train) 1.2277 | Acc(train) 0.5872 | Acc(val) 0.6145 |
Epoch 00173 | Loss(train) 1.3079 | Acc(train) 0.5591 | Acc(val) 0.6145 |
Epoch 00174 | Loss(train) 1.2808 | Acc(train) 0.5752 | Acc(val) 0.6386 |
Epoch 00175 | Loss(train) 1.2398 | Acc(train) 0.5571 | Acc(val) 0.6446 |
Epoch 00176 | Loss(train) 1.2250 | Acc(train) 0.5912 | Acc(val) 0.6566 |
Early stopping at epoch 176
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'WATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.4, 'cal_hidden_dim': 32}, gnn={'type': 'gcnii', 'num_layer': 16, 'hid_dim': 16, 'dropout': 0.5, 'norm': None, 'in_dim': 3703, 'out_dim': 6}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.0005, 'patience': 50})
************************************
正在计算理论系数 c_k (通过数值积分)...
理论系数 c_k 计算完成。
************************************
GPU memory allowcation
GPU Memory Allocated: 112.41 MB
GPU Memory Reserved: 184.00 MB
All runs:
Uncalibrated Test Accuracy: 44.37 ± 23.95
Uncalibrated Difference: 13.27 ± 10.93
Calibrated Test Accuracy: 44.37 ± 23.95
Calibrated Difference: 7.57 ± 3.49
